name,success_probability
Altius Education,0.91
Virtual Instruments Corporation,0.91
MerchantAtlas,0.8
Marketfish,0.82
HasOffers,0.81
Brightpearl,0.88
Mocapay,0.77
iPierian,0.83
Compass Labs,0.9
Invodo,0.62
Apperian,0.95
Advanced Cell Diagnostics,0.71
Cognition Therapeutics,0.23
PitchBook Data,0.16
Rennovia,0.33
Springpad,0.63
ShowClix,0.78
VeriTeQ Corporation,0.15
Cash4Gold,0.51
MovingHealth,0.29
Milyoni,0.8
ScanCafe,0.73
GenieDB,0.41
"LendKey Technologies, Inc.",0.95
View Inc.,0.9
3-V Biosciences,0.79
KidZui,0.87
Dachis Group,0.97
Constellation Pharmaceuticals,0.95
EnglishCentral,0.91
PetMD,0.09
Getable,0.81
Kolltan Pharmaceuticals,0.75
Factual,0.87
Act-On Software,0.97
Red Tricycle,0.83
BigDoor,0.78
Centrifuge Systems,0.83
AwayFind,0.81
zozi,0.91
Acetylon Pharmaceuticals,0.69
Wikibon,0.25
Scout Analytics,0.57
Reachable,0.95
Clinverse,0.41
Flexion Therapeutics,0.9
Windlab Systems,0.24
AnchorFree,0.97
Dropcam,0.95
20x200,0.91
Currensee,0.98
Vivo,0.16
Networked Insights,0.71
Quality Technology Services,0.7
Agari Data,0.96
Rocketboom,0.52
Cloud Engines,0.74
Organic Motion,0.59
PlayHaven,0.67
Virdante Pharmaceuticals,0.65
Ticketfly,0.93
PagerDuty,0.72
VitaPath Genetics,0.45
OpenX,1.0
Netbooks,0.69
Altruik,0.88
Moovweb,0.88
GoCrossCampus,0.81
Acumatica,0.94
LinkSmart,0.9
PaxVax,0.72
Cloud Sherpas,0.97
Integrated Diagnostics,0.85
Rdio,0.95
The Grommet,0.87
Affectiva,0.84
Putney,0.48
Vertical Brands,0.57
Ortho Kinematics,0.07
Velomedix,0.3
Augmenix,0.83
Cequent Pharmaceuticals,0.76
Yidio,0.62
Doxo,0.86
Enroute Systems,0.2
Zenph,0.15
Sensr.net,0.74
RockLive,0.25
TimeSight Systems,0.69
Swipely,0.94
Evidon,0.92
Glyde,0.77
Quorum,0.93
NextImage Medical,0.2
Entellus Medical,0.9
WorkSimple,0.78
Mahalo,0.44
Kickball Labs,0.24
Active Storage,0.79
Stemina Biomarker Discovery,0.08
AppTap,0.73
Ready Financial Group,0.52
YippeeO Internet Marketing Solutions,0.23
GOSO,0.63
FreshPlanet,0.79
SeeClickFix,0.46
MyFit,0.47
Root Metrics,0.1
TeamSnap,0.85
Receptos,0.62
Sun Catalytix,0.86
Business Insider,0.91
The Echo Nest,0.95
Thumbtack,0.87
SustainX,0.82
CloudFlare,0.95
Sport Ngin,0.76
Perfect Market,0.96
iYogi,0.89
Totsy,0.8
RadiumOne,0.99
Horizon Data Center Solutions,0.28
Worldly Developments,0.88
Glassdoor,0.99
Intelliject,0.5
Molecular Detection,0.58
ShopIgniter,0.96
Vokle,0.62
VisibleGains,0.59
Laser Light Engines,0.86
ZEFR,0.99
GlassPoint Solar,0.76
Burstly,0.65
KLD Energy Technologies,0.38
ParkWhiz,0.82
Movik Networks,0.64
Wortal,0.14
Grocio,0.16
Dwolla,0.97
Scrybe,0.65
Collaborative Software Initiative,0.66
OrangeSlyce,0.56
Livefyre,0.99
Svelte Medical Systems,0.31
BMRW & Associates,0.69
Penthera Partners,0.46
Clarity Health Services,0.14
Nautilus Neurosciences,0.32
MC10,0.93
CloudShare,0.94
Pfenex,0.3
EnergySavvy.com,0.65
Atomic Moguls,0.29
SuVolta,0.85
Signpost,0.94
Biofuelbox,0.19
Pixability,0.89
SupportSpace,0.95
Bonobos,0.92
PharmMD,0.25
GuestSpan,0.72
Olapic,0.72
Edmodo,0.82
StarStreet,0.8
Noovo,0.3
Palmaz Scientific,0.38
AudioMicro,0.55
Boomerang.com,0.73
Sonexa Therapeutics,0.69
BetaBrand,0.72
The American Academy,0.83
CitizenNet,0.18
Databanq,0.27
Ophthotech,0.9
Nasuni,0.95
Spongecell,0.94
BillGuard,0.97
Bluenog,0.54
UpStart Mobile,0.17
Carmell Therapeutics,0.62
Cloud9,0.84
Ace Metrix,0.92
Article One Partners,0.81
Mirna Therapeutics,0.86
Paperless Post,0.9
Trefis,0.75
Biodesy,0.25
FieldView Solutions,0.56
Afferent Pharmaceuticals,0.75
WiserTogether,0.76
Tubaloo,0.7
PhaseRx,0.65
Familybuilder,0.83
Viewfinity,0.96
Datavail,0.84
Harvest Power,0.96
Appboy,0.86
Socrata,0.83
CrowdStar,0.77
Zipline Medical,0.37
GreenRay Solar,0.47
Nimbic (formerly Physware),0.74
WePay,0.99
Integral Ad Science,1.0
Kala Pharmaceuticals,0.92
Kabbage,0.96
Comic Wonder,0.07
Drawn to Scale,0.81
Trigemina,0.07
Venuelabs,0.65
EcoFactor,0.95
ScrollMotion,0.84
Atieva,0.84
Egnyte,0.84
ADstruc,0.95
Echo,0.98
Digital Lumens,0.88
MindJolt,0.89
Dicerna Pharmaceuticals,0.77
Quora,0.96
Precursor Energetics,0.28
Clean Power Finance,0.98
Theravasc,0.14
RetailNext,0.89
RegaloCard,0.05
Primadesk,0.46
PackLate.com,0.43
Harvest Automation,0.94
VisualShare,0.11
Predictive Biosciences,0.95
Silatronix,0.06
Dynadec,0.66
Virtify,0.77
eHealth TechnologiesÖ,0.78
LifeIMAGE,0.62
Lucidchart,0.86
Advanced Cardiac Therapeutics,0.12
VigLink,0.99
"BIND Therapeutics, Inc.",0.97
Cloud Technology Partners,0.8
VentiRx Pharmaceuticals,0.83
DramaFever,0.8
OneLogin,0.95
Damballa,0.91
HighTower Advisors,0.62
Obvious,0.82
SpiderCloud Wireless,0.8
eSolar,0.8
Impact Radius,0.83
Presto Engineering,0.68
MightyMeeting,0.27
140 Proof,0.95
ShopKeep POS,0.93
A la Mobile,0.82
Sociable  Labs,0.97
Confer,0.77
Metaconomy,0.31
Liquid Robotics,0.99
Taulia,0.96
Wanelo,0.9
Tarsa Therapeutics,0.75
Catabasis Pharmaceuticals,0.75
Rixty,0.8
HireAHelper,0.08
Virobay,0.23
Jumio,0.98
Vico Software,0.32
Couchbase,0.97
Unidesk,0.79
Sociocast,0.89
Thinking Phone Networks,0.97
Shoutlet,0.8
TransEnterix,0.83
ABT Molecular Imaging,0.84
Adimab,0.95
Clean Filtration Technology,0.19
Boxbe,0.25
Beezag,0.48
OnGreen,0.68
Grid2Home,0.66
Zettics.,0.82
HarQen,0.94
StellaService,0.94
e2e Materials,0.68
Ontela,0.48
Infrastruct Security,0.19
nPario,0.71
Inkling Systems,0.87
Ciris Energy,0.65
ChaCha,0.99
RichRelevance,1.0
Someecards,0.65
mySupermarket,0.79
Salient Pharmaceuticals,0.16
Yowza,0.2
Oblong Industries,0.92
Solum,0.92
Onit,0.3
Small World Labs,0.52
CyPhy Works,0.51
Pie Digital,0.86
Zyngenia,0.71
Hooked Media Group,0.57
Spazzles,0.19
PayNearMe,0.85
LensVector,0.85
Piazza,0.71
Small Demons,0.71
Avalanche Technology,0.95
Tap 'n Tap,0.22
Koding,0.93
Zettaset,0.91
Backupify,0.98
DirectLaw,0.12
Simple,0.97
Company.com,0.39
CCTV Wireless,0.38
AboutOne,0.64
buuteeq,0.94
Tunesat,0.53
Indigo Identityware,0.34
BillFloat,0.88
Yardsellr,0.7
Zoodles,0.79
Path,0.98
Simpli.fi,0.87
EnerVault,0.55
Spredfast,0.84
Tango Card,0.81
Coupa Software,0.99
echoecho,0.58
Eleutian Technology,0.11
Justinmind,0.18
Vook,0.97
ShiftPlanning,0.54
Loggly,0.93
Gemvara,0.98
MarketMeSuite,0.67
Orbit Media,0.32
Mojiva,0.94
Tradeshift,0.86
Spreaker,0.55
Appia,0.97
HubCast,0.85
MeMeMe,0.33
Dropbox,1.0
MetroGames,0.15
RoundPegg,0.78
Suncore Inc,0.08
General Compression,0.58
ZipZap,0.77
Librato,0.65
Rent the Runway,0.99
CampusBookRentals,0.71
GitHub,0.98
Mobile Posse,0.87
Zipit Wireless,0.07
ScoreBig,0.91
tenKsolar,0.38
TenMarks Education,0.85
beModel,0.5
BraveNewTalent,0.95
Intelligent Beauty,0.49
Svaya Nanotechnologies,0.28
Prudent Energy,0.66
ConteXtream,0.92
TinderBox,0.48
MetaChannels,0.1
Bit Cauldron,0.18
HelloWallet,0.91
Premonix,0.27
Attendio,0.19
Scientific Media,0.21
Fracture,0.5
Keen Systems,0.89
BrightEdge,0.95
Eleven Biotherapeutics,0.95
AppFirst,0.94
SocialVolt,0.45
Mixed Media Labs,0.61
Precise Path Robotics,0.3
ActiveTrak,0.77
Payfone,0.91
Baydin,0.71
FindTheBest,0.92
Boom Financial,0.56
OneHealth Solutions,0.59
Asuragen,0.4
NearVerse,0.52
NetSpark,0.31
Triangulate,0.64
AlienVault,0.97
OrthAlign,0.13
Rhythm Pharmaceuticals,0.95
NextDocs,0.94
Done In :60 Seconds,0.12
Spectral Image,0.1
Jana Mobile,0.81
mygola,0.5
Promedior,0.92
Silk Road Medical,0.15
Trada,0.97
Smartling,0.98
Counsyl,0.95
AdRoll,0.96
Duo Security,0.64
KnowledgeVision,0.74
JIBE,0.98
Genome,0.25
ImmuneWorks,0.1
BostInno,0.33
Arigo,0.38
Workube,0.24
Extension Entertainment,0.53
Betterment,0.89
Calera,0.33
LeisureLink,0.83
Weebly,0.71
nScaled,0.68
Aerohive Networks,0.89
SocialVest,0.24
ItsOn,0.89
TreeRing,0.5
500Friends,0.96
Response Analytics,0.27
"Remixation, Inc.",0.27
goBalto,0.3
Artsy,0.94
Quixey,0.92
GoLive! Mobile,0.68
Yola,0.88
Risk I/O,0.89
Tripping,0.82
ReadyForce,0.97
Kaiam,0.7
WhoSay,0.69
Assay Depot,0.46
Brightleaf,0.26
Sakti3,0.59
Chat Sports,0.7
Aldis,0.31
SalesPortal,0.89
Ark,0.51
MUBI,0.68
OpenSky,0.96
Abe's Market,0.66
appbackr,0.53
Druva,0.9
UserVoice,0.98
Tout,0.95
Payoff.com,0.83
Playrific,0.23
ControlScan,0.15
Big Live,0.12
VideoGenie,0.97
Karmasphere,0.83
Inneractive,0.9
UberMedia,0.9
Invested.in,0.74
VeriTweet,0.06
Sleep.FM,0.13
ServiceMax,0.96
Firebase,0.67
Commerce Guys,0.82
Blue Frog Gaming,0.83
TellApart,0.93
Datameer,0.9
Health Plan One,0.84
skedge.me,0.84
LiveIntent,0.92
Pear (formerly Apparel Media Group),0.9
Envis,0.31
Ambassador,0.79
Guerillapps,0.68
3Pillar Global,0.7
Rethink Books,0.57
Macheen,0.9
Doochoo,0.88
Guardtime,0.81
SupersonicAds,0.83
DataStax,0.98
Revinate,0.75
GreenWizard,0.21
BAROnova,0.88
Planet Soho,0.97
IntegriChain,0.28
T2 Biosystems,0.99
Ampla Pharmaceuticals,0.15
Audiosocket,0.52
Zazuba,0.23
TruMarx Data Partners,0.14
AirXpanders,0.87
AKSEL GROUP,0.25
Qliance Medical Management,0.77
Utility Associates,0.24
AccelOps,0.91
Triggit,0.92
Assured Labor,0.81
Invictus Marketing,0.14
Joule Unlimited,0.99
Ofuz,0.17
E la Carte,0.8
LearnBoost,0.79
Narrative Science,0.77
Kaggle,0.86
MeeGenius,0.73
Cloudant,0.92
numberFire,0.87
CX,0.43
Identified,0.95
Corduro,0.6
TraceVector,0.92
MyCityWay,0.56
"Tidemark Systems, Inc.",0.78
Alphabet Energy,0.94
AppDynamics,0.98
Presdo,0.39
ConnectAndSell,0.94
Flipboard,0.97
Betterfly,0.76
Market Factory,0.21
The Extraordinaries,0.32
TuneWiki,0.85
Kiva,0.99
Disruptor Beam,0.28
Estately,0.36
Digitalsmiths,1.0
Bloomfire,0.83
Direct Access Software,0.11
KnowledgeTree,0.72
Ringio,0.25
Modo Labs,0.64
Upfront Digital Media,0.9
eEvent,0.25
Slice,0.84
Syapse,0.8
GloNav,0.15
Sprinklr,0.98
Sprout Social,0.78
Sequent Medical,0.9
Telcare,0.64
Cedexis,0.86
Fluidinfo,0.49
FamilyFinds,0.81
MetaLayer,0.25
Manpacks,0.77
aroundtheway,0.2
TaskRabbit,0.97
This Week In,0.58
Thinking Screen Media,0.65
ShopSocially,0.8
Yottaa,0.88
Trapit,0.48
Novel,0.58
ConsumerBell,0.84
Zeebo,0.77
CrowdTwist,1.0
SumZero,0.7
Kabam,1.0
Delfigo Security,0.2
Metamarkets,0.93
PhoneTell,0.2
Perfect Escapes,0.24
TroopSwap,0.31
Ebyline,0.25
Zivity,0.83
JW Player,0.94
RealDirect,0.71
Panzura,0.97
Ogmento,0.52
BioWizard,0.07
Mission Motors,0.69
The Trade Desk,0.96
Recorded Future,0.97
Traxo,0.7
Cross Pixel Media,0.26
Predixion Software,0.86
Altura Medical,0.49
RelayRides,0.95
Mogotest,0.29
SocialSci,0.77
Social Rewards,0.75
Lighter Capital,0.81
Thumb,0.92
Fabricly,0.53
Zift Solutions,0.42
ImaCor,0.24
GridGain Systems,0.61
Argyle Data,0.91
SocialFlow,0.97
Geo Semiconductor,0.88
MediaPass,0.55
Quantum4D,0.2
Chirpify,0.82
BeachMint,0.97
ISBX,0.58
MapR Technologies,0.96
NetworkingPhoenix.com,0.11
Base CRM,0.87
Ensysce Biosciences,0.04
Yoono,0.79
Castlight Health,0.97
Gogobot,0.87
Veracyte,0.93
SiOnyx,0.91
BuildZoom,0.78
Igenica,0.8
Work Market,0.98
GodTube,0.28
Remind101,0.9
Abine,0.88
TakeLessons,0.83
SocialEngine,0.62
Instructure,0.94
Crown in Town,0.51
ShapeUp,0.88
InvitedHome,0.16
GreenWave Reality,0.55
VoltDB,0.61
ArmedZilla,0.24
Affirmed Networks,0.87
PVPower,0.2
Offerpop,0.93
Sencha,0.96
IndyGeek,0.16
Mashed Pixel,0.76
Local Offer Network,0.74
CoverHound,0.79
Lonestar Heart,0.47
OwnLocal,0.84
Wappwolf,0.64
Fanzter,0.83
Work4,0.91
Rule.,0.57
DudaMobile,0.86
Zingaya,0.22
Shooger,0.26
Valeritas,0.88
MediaSilo,0.7
aDealio,0.3
Adesto Technologies,0.89
DataPop,0.79
Gizmo.com,0.58
Talend,0.97
SnapLogic,0.98
AqueSys,0.55
Uber,1.0
Teamly,0.25
AbilTo,0.62
Zerto,0.87
DoubleDutch,0.84
Maven,0.18
AlloCure,0.87
Taskforce,0.23
Scality,0.89
Axilogix Education,0.34
OpenRoad Integrated Media,0.14
Calithera Biosciences,0.72
WeddingWire Inc,0.85
Corridor Pharmaceuticals,0.64
Exosome Diagnostics,0.62
Otonomy,0.74
AwarenessHub,0.56
Easy Solutions,0.16
GoalSpring Financial,0.11
Insight Guru,0.2
Juice In The City,0.28
GOBA,0.25
Achieve X,0.14
Quintesocial,0.04
Shoefitr,0.62
Badgeville,1.0
Dakwak,0.47
GinzaMetrics,0.86
Norse,0.65
RecycleMatch,0.59
GrabCAD,0.94
Crowdtap,0.82
Farfetch,0.68
ShadesCases inc.,0.27
Optimizely,1.0
Ze Frank Games,0.3
EndoStim,0.53
CPUsage,0.85
TabbedOut,0.86
PiCloud,0.81
BranchOut,0.98
Scifiniti.com,0.58
PeopleMatter,0.85
Appfolio,0.47
Actifio,0.98
Delphinus Medical Technologies,0.29
SecretBuilders,0.28
SiteWit,0.15
Moseo (SeniorHomes.com),0.77
OpenStudy,0.27
PolicyStat,0.3
On Demand Therapeutics,0.17
CytoSolv,0.09
Redwood Bioscience,0.17
Thermalin Diabetes,0.15
Paperlit,0.11
Plum District,0.94
TuneUp,0.96
anywayanyday,0.18
Callvine,0.15
Petflow,0.94
ClearSlide,0.94
Convoke Systems,0.79
Immune Design,0.79
Fast Society,0.81
Kony,0.93
TrustCloud,0.43
Rapleaf,0.95
Victrio,0.84
Farmigo,0.31
Zagster,0.77
Kanjoya,0.99
Mozes,0.94
Source4Style,0.35
MyVerse,0.15
rVita,0.17
ADOR,0.96
Profitably,0.85
Kiip,0.9
Explorys,0.49
FutureAdvisor,0.36
Securus,0.12
SolidFire,0.97
Stipple,0.92
ProviderTrust,0.58
Global Grind,0.98
Embedly,0.45
Korrio,0.7
Adaptly,0.96
SPARQ,0.36
Empower Interactive,0.41
ContextLogic,0.85
BlueCava,0.95
Keepio,0.68
BoostCTR,0.93
Levlr,0.18
Stitcher,0.91
scrible,0.27
Grovo,0.82
BUMP Network,0.94
Intellicyt,0.42
Activate Networks,0.8
Clickst,0.17
I Just Shared,0.2
Chequed.com,0.78
Send the Trend,0.69
Nanigans,0.98
BrightTag,0.95
Visterra,0.91
Ciespace,0.86
MindSnacks,0.75
BusinessCard2,0.46
SocialVibe,0.99
Booshaka,0.38
Metamark Genetics,0.74
Gamify,0.59
SocialKaty,0.23
HEMS Technology,0.05
Hipmunk,0.89
SI-BONE,0.64
Genocea Biosciences,0.99
eThor.com,0.17
SavingStar,0.98
Swift Biosciences,0.48
Aristotle Circle,0.81
Visual IQ,0.82
Welltok,0.73
Anchor Therapeutics,0.91
picaboo,0.67
UsTrendy,0.18
FanFueled,0.79
Zoosk,0.98
6fusion,0.6
Chartio,0.62
FSA Store,0.79
HealthTap,0.97
Leftronic,0.81
Dstillery (formerly Media6Degrees),1.0
Atlantis Computing,0.94
SpaceCurve,0.7
Inveni,0.27
Miso Media,0.87
Federated Sample,0.46
Apsalar,0.93
InternMatch,0.73
Lending Club,1.0
WatchParty,0.39
Inflection,0.97
Consumer United,0.69
AirCell,0.39
Chug,0.17
iStoryTime,0.27
Animeeple,0.02
mobli,0.74
Ambiq Micro,0.84
Bizo,0.94
Wedit,0.21
Cebix,0.62
Amedica,0.91
Orbotix,0.8
xAd,0.99
GutCheck,0.79
Good Start Genetics,0.97
Biotectix,0.13
MaxPoint Interactive,0.82
Quid,0.95
Fundly,0.95
Getaround,0.86
SG Biofuels,0.91
Knewton,1.0
TubeMogul,0.98
Kigo,0.82
Independa,0.63
Noom,0.75
Lantos Technologies,0.62
Superfly,0.7
Tapad,1.0
Cirtas Systems,0.9
Solve Media,0.99
Ifeelgoods,0.89
Aryaka Networks,0.9
Promoboxx,0.97
BloomReach,0.99
Boston Heart Diagnostics,0.96
CivicSolar,0.5
Voxy,0.95
Watermark Medical,0.55
Infectious,0.75
Stormpulse,0.78
Rev,0.76
WhatsApp,0.79
TextualAds,0.82
PerkStreet Financial,0.78
Adype,0.14
lark,0.83
Gild,0.85
Socialbakers,0.96
CytomX Therapeutics,0.94
SkyVu Entertainment,0.7
Minimally invasive devices,0.38
Green Mountain Digital,0.44
Rivalroo,0.1
PVT Solar,0.82
Netsertive,0.89
Campus Explorer,0.81
Krux,0.82
Votigo,0.17
Ioxus,0.91
brandlive,0.2
Thinglink,0.58
Phunware,0.88
Digabit,0.53
Prosper,0.99
Flywheel Software,0.76
Savvy Cellar Wines,0.1
Adaptivity,0.81
Acertiv,0.74
CityCiv,0.2
Argyle Social,0.63
MobPanel,0.07
WP Engine,0.76
Ecovative Design,0.62
Highlighter,0.7
Tango,0.8
Meal Ticket,0.62
Conference Hound,0.69
Pinterest,0.99
CarWoo!,0.89
Sharecare,0.92
AHAlife.com,0.86
CloudBees,0.97
Anaplan,0.98
Pure Storage,0.84
GoodData,0.99
OneGoodLove.com,0.66
Krossover,0.72
64 Pixels,0.18
moksha8 Pharmaceuticals,0.41
Memoir Systems,0.24
Deal Co-op,0.3
ChowNow,0.85
Genomera,0.8
Spruce Media,0.83
Haiku Deck,0.79
Enlighted,0.68
OraBrush,0.68
"ArrayPower, Inc.",0.21
Zingfin,0.14
Videolla,0.21
H.BLOOM,0.87
Evolv,0.98
Linkable Networks,0.95
Fisker Automotive,0.17
Simplee,0.93
Connexity,0.36
RewardsForce,0.27
ScaleXtreme,0.85
Spanning Cloud Apps,0.65
peerTransfer,0.9
Rolith,0.47
ViroXis,0.21
Spotlight Ticket Management,0.87
2080 Media,0.29
Proven.com,0.63
Spartz,0.42
ContraFect,0.53
Microventures,0.43
Ticket Evolution,0.52
YouBeauty,0.69
Parkmobile,0.21
Revel Systems,0.8
Endgame,0.83
CloudOn,0.9
Prelert,0.32
NeuroVigil,0.17
Social Bicycles,0.46
VYou,0.81
Zet Universe,0.8
iLEVEL Solutions,0.87
Weston Software,0.21
TransLattice,0.87
Off Track Planet,0.61
MocoSpace,0.97
Intimate Bridge 2 Conception,0.19
HowAboutWe,0.97
Fe3 Medical,0.09
FirstBest,0.84
Practically Green,0.84
NetProspex,0.98
ThirdMotion,0.34
AppRedeem,0.81
Segmint,0.71
Backblaze,0.48
Neptune Mobile Devices,0.1
IMRSV,0.9
appssavvy,0.99
Peel,0.8
Constellation Research,0.62
CrowdMob,0.74
Monetate,0.97
Crittercism,0.9
Shareable Ink,0.87
DriverSide,0.86
Lot18,0.98
Dynamic Signal,0.93
Open English,0.97
NovaTract Surgical,0.32
rollApp,0.74
Voicebase,0.47
Houzz,0.94
InstallMonetizer,0.82
Arbor Pharmaceuticals,0.58
Domain Holdings Group,0.75
Jobaline,0.87
TuneCore,0.89
YouEye,0.66
Cooliris,0.97
Rooftop Media,0.77
SimpleRegistry,0.19
Skillshare,0.84
Nest Labs,0.92
InVenture,0.41
Compute,0.16
MuleSoft,0.97
Beautylish,0.6
Tango Health,0.45
aisle411,0.72
Dataguise,0.6
Spotzot,0.75
WSO2,0.69
Crowd Science,0.85
Objective Logistics,0.9
Stik,0.61
Artsicle,0.3
ADmantX,0.72
Binpress,0.53
Limbo,0.8
CohesiveFT,0.9
Appconomy,0.82
BrandYourself,0.86
Yap,0.87
Skorpios Technologies,0.78
Tizra,0.17
GroupFlier,0.2
BaubleBar,0.47
Cool Earth Solar,0.44
SwiftTest,0.25
Gazzang,0.45
OnShift,0.91
PowerCloud Systems,0.87
SpaBoom,0.37
Sequenta,0.76
UrgentRx,0.65
CityPockets,0.78
BakedCode,0.25
The Receivables Exchange,0.97
Hivext Technologies,0.32
WorthPoint,0.11
Punchbowl,0.98
Chip Path Design Systems,0.11
Pocket Gems,0.59
InvisibleCRM,0.44
Triporati,0.55
Moglue,0.76
Echo360,0.94
Audax Health Solutions,0.99
MongoHQ,0.68
Simple Energy,0.62
Main Street Stark,0.02
Nodejitsu,0.9
SongFlame,0.43
Xenon Arc,0.44
Mass Relevance,0.74
ActivePath,0.97
Cloudscaling,0.93
Addepar,0.7
Practice Fusion,1.0
LiquidSpace,0.82
OpenChime,0.62
Wireless Seismic,0.29
Humble Bundle,0.56
Consumr,0.81
Revolution Foods,0.84
Foodily,0.75
One Inc.,0.24
Skyword,0.64
ThinkVine,0.92
The Lions,0.14
HealthiNation,0.88
StraighterLine,0.45
Cazoomi,0.5
SpotHero,0.84
Sera Prognostics,0.58
Playdek,0.56
Vorbeck Materials,0.29
Gliknik,0.19
ZeroCater,1.0
DailyDigital,0.62
drumbi,0.44
Spring Metrics,0.79
OptiMine Software,0.8
Bunndle,0.61
Lex Machina,0.73
Digital Domain Holdings,0.03
SoundHound,0.8
Civitas Therapeutics,0.6
Fundraise.com,0.74
Proformative,0.46
Puralytics,0.35
Avedro,0.99
LaunchBit,0.34
Supernova,0.9
Lunera Lighting,0.59
AssureRx Health,0.93
Applauze,0.56
Crunched,0.84
Adynxx,0.7
Livestream,0.89
OnSwipe,0.99
Smarterer,0.77
Kind Intelligence,0.65
ShopSocially.com,0.34
Warby Parker,0.95
CrimeReports,0.29
UGE,0.61
TapInfluence,0.83
Wantworthy,0.82
Launchpad Toys,0.2
ThousandEyes,0.52
Curebit,0.74
Verengo Solar,0.49
Titan Gaming,0.93
Updox,0.46
Appinions,0.89
appsplit,0.38
DealDash,0.16
Media Armor,0.87
invino,0.56
StrikeAd,0.9
NEOS GeoSolutions,0.81
Acylin Therapeutics,0.47
AngelList,0.95
Epic Playground,0.27
Spinnakr,0.26
FFFavs,0.58
YapTime,0.11
Piston Cloud Computing,0.98
Pipedrive,0.82
Monster Arts,0.2
Justin.TV,0.96
Digital Assent,0.47
Solar Universe,0.42
Adzerk,0.8
VanDyne SuperTurbo,0.18
Sequent,0.99
Moda Operandi,0.91
Univa,0.87
ScaleBase,0.89
Care.com,0.99
OrthoSensor,0.43
Bioformix,0.83
Frontback,0.8
"Seen Digital Media, Inc.",0.36
Boston Technologies,0.76
Openbucks,0.7
Dinsmore Steele,0.14
Brass Monkey,0.75
LaunchRock,0.83
MediaMorph,0.8
Bizen,0.22
Truveris,0.93
Dynamo Media,0.19
Selvz,0.71
Hearsay Social,0.96
CipherCloud,0.9
Popdust,0.73
InsightSquared,0.91
Boulder Wind Power,0.71
IntegenX,0.89
Needle,0.92
Brand Thunder,0.21
Mobius Therapeutics,0.07
Ustream,0.98
Depositphotos,0.54
CloudPassage,0.93
Presage Biosciences,0.15
Datadog,0.63
Rockbot (formerly Roqbot),0.56
Chirply,0.58
ELENZA,0.28
Zerply,0.73
dotCloud,0.95
uKnow Corporation,0.67
Group Commerce,0.98
MediaRoost,0.17
Spiceworks,0.99
Hazelcast,0.26
Framehawk,0.42
Gen9,0.73
InVisage Technologies,0.77
Symphony Commerce (formerly Sneakpeeq),0.73
Plexxi,0.71
Airpush,0.52
Personify Inc,0.71
Vungle,0.92
Mosoro,0.63
ThingWorx,0.89
Game Closure,0.61
"TargetSpot, Inc.",1.0
Skybox Imaging,0.97
Lendio,0.87
AdaptiveBlue,0.72
RallyOn,0.22
Gremln,0.48
Obsorb,0.32
BreatheAmerica,0.63
Videology,0.99
PapayaMobile,0.83
MyColorScreen,0.1
Kyruus,0.89
HotelTonight,0.91
Room 77,0.95
Diavibe,0.21
I Am Advertising,0.15
NuScriptRx,0.57
Paydiant,0.92
WhiteGlove Health,0.36
Jibe Mobile,0.82
Inspirato,0.82
Bevy,0.29
MobileDevHQ,0.74
Fuze Network,0.73
Transphorm,0.88
Channel IQ,0.43
Kii,0.75
doggyloot,0.63
Yieldbot,0.9
TinyCo,0.74
Sunlight Foundation,0.73
Chartboost,0.86
Cloudwords,0.78
sunne.ws,0.12
Earbits,0.9
Comprehend Systems,0.84
SplitSecnd,0.14
CrestaTech,0.86
Ninua,0.75
Sifteo,0.89
NeuroPhage Pharmaceuticals,0.69
BONDS.COM,0.33
Divide,0.96
Ooyala,1.0
Selligy,0.76
Relayware,0.63
Ruckus Media Group,0.59
Glue Networks,0.87
Totango,0.43
410 Labs,0.8
News360,0.36
YouGotListings,0.22
Bobber Interactive Corporation,0.67
Shelby.tv,0.95
Kindara,0.36
Isabella Products,0.23
Crunchyroll,0.69
Veniti,0.51
Breezy,0.79
Flite,0.95
Retroficiency,0.91
BountyJobs,0.83
Take the Interview,0.86
Booker,0.94
PunchTab,0.85
Kite Pharma,0.26
TripLingo,0.33
NextSpace,0.57
Gobbler,0.95
Nimbus Discovery,0.74
Ringz.TV,0.77
Schematic Labs,0.65
LightSquared,0.55
Danal d/b/a BilltoMobile,0.93
Red Karaoke,0.39
EquaMetrics,0.77
Motista,0.89
RewardMe,0.76
Kicksend,0.84
Foodem,0.65
Doximity,0.88
NxThera,0.71
APPEK Mobile Apps,0.09
Omnicademy,0.15
Suagi.com,0.08
StartWire,0.49
Nevro,0.86
DoubleRecall,0.83
Cognection,0.23
Resort Gems,0.16
Branding Brand,0.81
Convertro,0.91
Altitude Digital,0.88
adRise,0.68
ShopSquad/Ownza,0.17
SoloHealth,0.5
J. Hilburn,0.56
Basis Science,0.9
Scopely,0.87
Bluetrain Mobile,0.75
CivicScience,0.31
LocalBonus,0.85
CMP.LY,0.58
Quote Roller,0.41
Big Switch Networks,0.83
LocBox,0.77
Citybot,0.67
Browserling,0.17
Stageit,0.07
hulu,0.75
Driveway Software,0.23
Mobilewalla,0.51
Nestio,0.45
Inkd.com,0.34
CrowdSource,0.41
LocalResponse,1.0
Message Bus,0.84
ELERTS,0.67
Mobiquity,0.98
CardiaLen,0.09
Tintri,0.7
Luxr,0.34
Fair Observer,0.14
Neverware,0.8
